DN	Draw Date	L1	L2	L3	L4	L5	L6
1262	31-Mar-16	05	07	14	17	27	35
1263	2-Apr-16	01	02	11	14	26	42
1264	5-Apr-16	11	12	21	24	34	37
1265	7-Apr-16	04	06	07	15	23	36
1266	9-Apr-16	05	07	12	35	36	38
1267	12-Apr-16	06	21	29	32	34	36
1268	14-Apr-16	06	11	15	21	26	38
1269	16-Apr-16	12	14	15	19	23	33
1270	19-Apr-16	05	09	21	27	32	34
1271	21-Apr-16	13	15	18	22	36	37
1272	23-Apr-16	01	05	07	18	29	41
1273	26-Apr-16	11	25	30	33	39	40
1274	28-Apr-16	07	08	16	17	18	32
1275	30-Apr-16	01	02	09	11	17	28
1276	3-May-16	09	13	17	18	22	24
1277	5-May-16	13	20	24	38	39	40
1278	7-May-16	04	08	14	21	23	38
1279	10-May-16	06	13	17	24	28	30
1280	12-May-16	06	09	13	18	29	35
1281	14-May-16	11	28	29	31	41	42
1282	17-May-16	05	12	13	23	35	38
1283	19-May-16	02	08	09	10	15	20
1284	21-May-16	02	05	10	17	31	37
1285	24-May-16	01	06	14	26	36	42
1286	26-May-16	12	15	18	23	29	31
1287	28-May-16	02	12	15	19	25	32
1288	31-May-16	02	07	09	19	23	37
1289	2-Jun-16	07	08	16	22	26	41
1290	4-Jun-16	01	06	09	11	16	32
1291	7-Jun-16	04	05	06	20	29	40
1292	9-Jun-16	12	14	18	28	34	37
1293	11-Jun-16	13	18	32	34	35	41
1294	14-Jun-16	01	11	16	27	28	29
1295	16-Jun-16	03	19	30	31	34	42
1296	18-Jun-16	03	08	10	30	36	38
1297	21-Jun-16	15	18	23	30	37	40
1298	23-Jun-16	16	17	32	34	35	37
1299	25-Jun-16	08	10	24	34	35	36
1300	28-Jun-16	02	03	22	28	35	42
1301	30-Jun-16	02	14	20	34	39	40
1302	2-Jul-16	05	23	24	25	38	42
1303	5-Jul-16	04	06	09	18	30	39
1304	7-Jul-16	02	03	06	17	31	36
1305	9-Jul-16	07	20	23	26	35	38
1306	12-Jul-16	07	12	13	18	29	35
1307	14-Jul-16	04	05	08	10	11	25
1308	16-Jul-16	10	13	14	22	34	40
1309	19-Jul-16	05	06	09	31	33	36
1310	21-Jul-16	02	04	12	18	37	39
1311	23-Jul-16	02	10	11	19	26	34
1312	26-Jul-16	15	23	26	31	33	36
1313	28-Jul-16	04	12	15	24	36	42
1314	30-Jul-16	16	20	21	33	39	40
1315	2-Aug-16	06	17	18	22	35	39
1316	4-Aug-16	05	12	13	27	33	35
1317	6-Aug-16	01	10	11	12	31	34
1318	9-Aug-16	02	12	14	15	37	40
1319	11-Aug-16	07	08	09	23	27	28
1320	13-Aug-16	03	05	14	15	26	28
1321	16-Aug-16	18	21	33	34	35	41
1322	18-Aug-16	01	03	14	19	37	40
1323	20-Aug-16	01	06	07	12	31	32
1324	23-Aug-16	02	20	30	33	34	37
1325	25-Aug-16	11	16	32	35	39	40
1326	27-Aug-16	03	13	17	20	37	41
1327	30-Aug-16	08	15	19	26	32	36
1328	1-Sep-16	13	17	23	29	30	34
1329	3-Sep-16	06	13	16	17	21	22
1330	6-Sep-16	04	17	19	25	40	41
1331	8-Sep-16	02	04	20	22	26	31
1332	10-Sep-16	08	23	25	33	34	35
1333	13-Sep-16	09	16	17	34	37	38
1334	15-Sep-16	02	07	18	33	38	42
1335	17-Sep-16	10	14	19	25	31	32
1336	20-Sep-16	04	05	10	14	15	36
1337	22-Sep-16	14	15	18	31	40	41
1338	24-Sep-16	01	05	07	16	25	27
1339	27-Sep-16	04	17	24	27	30	39
1340	29-Sep-16	27	32	34	36	40	42
1341	1-Oct-16	02	03	19	20	31	38
1342	4-Oct-16	01	06	10	22	24	42
1343	6-Oct-16	16	17	19	20	24	29
1344	8-Oct-16	05	09	22	29	30	38
1345	11-Oct-16	10	13	21	25	29	30
1346	13-Oct-16	01	03	06	11	30	32
1347	15-Oct-16	02	15	17	18	23	31
1348	18-Oct-16	02	05	13	16	22	35
1349	20-Oct-16	12	18	24	25	30	34
1350	22-Oct-16	02	09	10	21	31	41
1351	25-Oct-16	02	06	12	16	38	40
1352	27-Oct-16	01	06	07	16	31	42
1353	29-Oct-16	08	12	14	22	32	33
1354	1-Nov-16	02	10	14	30	34	35
1355	3-Nov-16	01	15	18	19	24	28
1356	5-Nov-16	03	04	19	34	35	39
1357	8-Nov-16	12	15	29	31	33	38
1358	10-Nov-16	03	16	18	21	30	36
1359	12-Nov-16	04	05	12	14	15	39
1360	15-Nov-16	11	16	20	22	25	40
1361	17-Nov-16	06	08	27	35	36	37
1362	19-Nov-16	01	05	15	20	31	32
1363	22-Nov-16	05	25	26	29	33	41
1364	24-Nov-16	05	06	12	15	22	24
1365	26-Nov-16	05	25	29	30	40	41
1366	29-Nov-16	06	07	11	12	36	42
1367	1-Dec-16	05	12	23	26	32	33
1368	3-Dec-16	02	07	19	27	32	39
1369	6-Dec-16	08	20	21	23	29	42
1370	8-Dec-16	02	05	16	32	36	42
1371	10-Dec-16	03	15	18	20	22	28
1372	13-Dec-16	01	20	24	28	35	41
1373	15-Dec-16	12	14	18	26	31	40
1374	17-Dec-16	01	03	17	23	25	37
1375	20-Dec-16	01	09	13	25	29	39
1376	22-Dec-16	02	04	31	35	36	40
1377	24-Dec-16	01	02	06	08	09	28
1378	27-Dec-16	11	14	30	33	37	40
1379	29-Dec-16	04	06	08	13	21	34
1380	31-Dec-16	06	15	17	24	29	33
1381	3-Jan-17	11	15	16	17	32	33
1382	5-Jan-17	02	06	09	32	39	41
1383	7-Jan-17	04	06	12	15	17	31
1384	10-Jan-17	11	12	13	22	29	32
1385	12-Jan-17	07	15	16	17	28	30
1386	14-Jan-17	01	09	14	18	22	37
1387	17-Jan-17	01	15	27	31	36	37
1388	19-Jan-17	02	04	23	30	31	40
1389	21-Jan-17	01	17	28	34	38	39
1390	24-Jan-17	03	06	08	29	31	32
1391	26-Jan-17	03	04	06	09	32	39
1392	28-Jan-17	08	13	14	17	25	35
1393	31-Jan-17	02	10	15	29	31	36
1394	2-Feb-17	07	15	20	27	30	37
1395	4-Feb-17	01	03	04	10	18	23
1396	7-Feb-17	03	07	12	18	31	40
1397	9-Feb-17	07	08	11	22	25	34
1398	11-Feb-17	08	10	15	18	20	32
1399	14-Feb-17	21	24	26	27	31	40
1400	16-Feb-17	22	28	29	30	37	41
1401	18-Feb-17	10	11	16	17	21	29
1402	21-Feb-17	03	08	21	23	25	34
1403	23-Feb-17	04	05	11	16	17	33
1404	25-Feb-17	03	19	27	28	35	42
1405	28-Feb-17	02	20	25	29	33	37
1406	2-Mar-17	01	06	08	10	22	36
1407	4-Mar-17	08	16	25	35	37	41
1408	7-Mar-17	03	18	22	31	34	39
1409	9-Mar-17	07	08	10	20	28	36
1410	11-Mar-17	03	05	09	16	18	31
1411	14-Mar-17	14	19	20	31	34	41
1412	16-Mar-17	06	17	21	23	28	29
1413	18-Mar-17	04	18	21	24	36	40
1414	21-Mar-17	03	07	12	15	21	38
1415	23-Mar-17	04	12	20	24	31	41
1416	25-Mar-17	01	04	06	08	14	41
1417	28-Mar-17	03	23	25	26	33	38
1418	30-Mar-17	03	13	18	23	24	34
1419	1-Apr-17	08	10	16	34	38	41
1420	4-Apr-17	04	08	19	27	31	33
1421	6-Apr-17	05	12	20	26	28	32
1422	8-Apr-17	04	05	08	15	16	20
1423	11-Apr-17	10	11	12	27	28	32
1424	18-Apr-17	07	14	21	32	35	38
1425	20-Apr-17	05	07	24	26	33	36
1426	22-Apr-17	02	04	10	20	28	41
1427	25-Apr-17	07	08	09	20	28	37
1428	27-Apr-17	10	19	23	32	35	39
1429	29-Apr-17	07	15	23	39	40	42
1430	2-May-17	05	06	14	27	33	41
1431	4-May-17	15	30	31	34	40	41
1432	6-May-17	13	18	29	36	38	42
1433	9-May-17	01	02	20	37	38	39
1434	11-May-17	06	15	17	21	36	37
1435	13-May-17	14	18	19	20	22	32
1436	16-May-17	01	04	05	16	31	39
1437	18-May-17	01	06	12	25	31	35
1438	20-May-17	04	08	17	22	38	41
1439	23-May-17	01	13	16	21	30	35
1440	25-May-17	02	11	12	16	20	24
1441	27-May-17	12	15	18	23	27	40
1442	30-May-17	02	04	05	15	22	25
1443	1-Jun-17	06	09	19	30	31	35
1444	3-Jun-17	20	22	24	28	31	40
1445	6-Jun-17	01	05	13	25	30	37
1446	8-Jun-17	03	09	27	35	40	42
1447	10-Jun-17	02	06	13	19	23	42
1448	13-Jun-17	05	06	08	13	25	36
1449	15-Jun-17	02	07	18	20	37	40
1450	17-Jun-17	16	18	29	32	33	39
1451	20-Jun-17	11	12	13	14	24	25
1452	22-Jun-17	06	12	13	16	21	27
1453	24-Jun-17	02	07	13	21	40	41
1454	27-Jun-17	06	10	20	30	34	35
1455	29-Jun-17	04	08	14	21	38	40
1456	1-Jul-17	11	21	31	32	40	41
1457	4-Jul-17	05	10	29	32	34	36
1458	6-Jul-17	01	04	05	27	36	41
1459	8-Jul-17	04	07	10	33	37	40
1460	11-Jul-17	01	07	08	18	23	31
1461	13-Jul-17	11	14	17	28	34	36
1462	15-Jul-17	01	12	18	19	28	42
1463	18-Jul-17	04	05	13	27	31	36
1464	20-Jul-17	02	04	09	10	24	29
1465	22-Jul-17	03	14	17	21	29	37
1466	25-Jul-17	06	25	28	31	33	38
1467	27-Jul-17	03	15	23	25	34	39
1468	29-Jul-17	02	05	10	13	26	42
1469	1-Aug-17	07	09	10	29	35	42
1470	3-Aug-17	10	20	22	24	30	42
1471	5-Aug-17	12	19	24	35	38	42
1472	8-Aug-17	01	07	19	25	30	31
1473	10-Aug-17	08	12	18	28	29	40
1474	12-Aug-17	04	14	17	18	30	33
1475	15-Aug-17	08	10	15	30	35	38
1476	17-Aug-17	09	11	13	32	33	37
1477	19-Aug-17	06	11	16	29	35	37
1478	22-Aug-17	02	17	23	29	30	42
1479	24-Aug-17	13	25	32	33	34	36
1480	26-Aug-17	22	24	36	37	38	41
1481	29-Aug-17	01	05	21	22	28	41
1482	31-Aug-17	02	04	14	17	25	27
1483	2-Sep-17	03	04	28	32	36	41
1484	5-Sep-17	05	06	12	29	39	42
1485	7-Sep-17	26	27	28	30	41	42
1486	9-Sep-17	10	11	21	29	37	41
1487	12-Sep-17	01	12	19	24	26	38
1488	14-Sep-17	11	12	16	20	31	38
1489	16-Sep-17	01	05	22	27	34	38
1490	19-Sep-17	06	24	25	27	35	42
1491	21-Sep-17	04	05	07	16	23	39
1492	23-Sep-17	11	13	19	21	22	31
1493	26-Sep-17	06	07	19	23	24	41
1494	28-Sep-17	02	08	18	20	25	30
1495	30-Sep-17	08	09	12	27	36	39
1496	3-Oct-17	01	07	12	17	28	31
1497	5-Oct-17	03	07	09	11	12	21
1498	7-Oct-17	02	09	21	23	30	40
1499	10-Oct-17	05	07	08	19	27	36
1500	12-Oct-17	06	16	21	33	37	39
1501	14-Oct-17	01	04	11	13	19	36
1502	17-Oct-17	07	09	16	20	24	28
1503	19-Oct-17	11	15	16	28	32	38
1504	21-Oct-17	03	07	19	26	31	34
1505	24-Oct-17	01	07	12	23	28	30
1506	26-Oct-17	11	13	16	30	36	37
1507	28-Oct-17	02	11	15	20	22	31
1508	31-Oct-17	08	14	15	20	25	42
1509	02-Nov-17	03	11	18	19	31	42
1510	04-Nov-17	08	10	19	25	26	42
1511	07-Nov-17	09	15	30	33	34	36
1512	9-Nov-17	06	07	12	17	27	37
1513	11-Nov-17	03	06	09	23	25	30
1514	14-Nov-17	04	10	21	23	27	28
1515	16-Nov-17	08	17	28	30	38	42
1516	18-Nov-17	02	12	15	20	37	38
1517	21-Nov-17	07	24	26	31	32	38
1518	23-Nov-17	01	16	24	28	34	40
1519	25-Nov-17	01	07	11	22	29	35
1520	28-Nov-17	01	07	16	17	28	39
1521	30-Nov-17	03	09	26	27	31	33
1522	2-Dec-17	04	21	27	30	33	39
1523	5-Dec-17	11	14	15	21	23	30
1524	7-Dec-17	09	10	21	24	27	37
1525	9-Dec-17	04	11	12	25	27	30
1526	12-Dec-17	15	17	18	20	24	40
1527	14-Dec-17	01	05	14	16	23	28
1528	16-Dec-17	03	08	13	19	22	26
1529	19-Dec-17	02	04	17	18	28	34
1530	21-Dec-17	03	19	26	27	36	39
1531	23-Dec-17	16	18	29	31	39	41
1532	26-Dec-17	02	14	33	34	39	41
1533	28-Dec-17	06	10	16	17	30	38
1534	30-Dec-17	05	10	11	28	38	41
1535	2-Jan-18	04	14	16	17	19	29
1536	4-Jan-18	05	11	16	19	26	30
1537	6-Jan-18	11	13	15	24	28	40
1538	9-Jan-18	07	11	27	28	34	42
1539	11-Jan-18	01	03	11	24	38	41
1540	13-Jan-18	02	08	12	25	31	32
1541	16-Jan-18	04	07	08	12	32	38
1542	18-Jan-18	01	05	17	35	37	40
1543	20-Jan-18	06	16	25	29	30	38
1544	23-Jan-18	05	11	24	31	33	42
1545	25-Jan-18	02	05	10	16	24	26
1546	27-Jan-18	04	06	07	12	24	30
1547	30-Jan-18	02	06	11	12	20	35
1548	1-Feb-18	06	13	14	18	30	34
1549	3-Feb-18	03	14	19	21	22	29
1550	6-Feb-18	01	04	09	21	29	36
1551	8-Feb-18	07	08	11	19	30	32
1552	10-Feb-18	06	08	18	23	30	41
1553	13-Feb-18	07	19	21	22	31	35
1554	15-Feb-18	01	21	22	24	28	39
1555	17-Feb-18	05	19	22	33	40	41
1556	20-Feb-18	02	21	25	34	35	40
1557	22-Feb-18	18	25	27	30	35	41
1558	24-Feb-18	09	12	17	25	32	34
1559	27-Feb-18	10	12	19	26	28	36
1560	1-Mar-18	07	14	25	34	40	42
1561	3-Mar-18	08	19	24	30	35	39
1562	6-Mar-18	04	05	23	30	37	39
1563	8-Mar-18	14	24	25	27	36	38
1564	10-Mar-18	03	26	38	39	41	42
1565	13-Mar-18	02	03	28	32	36	41
1566	15-Mar-18	02	09	17	27	37	42
1567	17-Mar-18	08	09	12	23	24	31
1568	20-Mar-18	05	11	26	30	34	38
1569	22-Mar-18	04	06	15	20	39	42
1570	24-Mar-18	04	08	17	21	31	32
1571	27-Mar-18	01	05	08	22	34	38
1572	3-Apr-18	07	19	27	29	36	38
1573	5-Apr-18	03	08	20	22	31	40
1574	7-Apr-18	11	16	18	26	30	36
1575	10-Apr-18	02	11	25	31	34	39
1576	12-Apr-18	09	12	27	29	32	33
1577	14-Apr-18	03	10	18	29	35	41
1578	17-Apr-18	04	06	30	39	41	42
1579	19-Apr-18	11	14	16	23	29	31
1580	21-Apr-18	04	11	12	14	33	39
1581	24-Apr-18	03	08	12	23	25	41
1582	26-Apr-18	04	13	22	23	32	41
1583	28-Apr-18	02	03	22	35	37	42
1584	1-May-18	12	14	17	28	31	36
1585	3-May-18	01	12	22	23	25	26
1586	5-May-18	01	05	12	15	24	39
1587	8-May-18	04	07	17	23	26	38
1588	10-May-18	03	09	10	18	37	41
1589	12-May-18	15	16	24	25	39	40
1590	15-May-18	03	10	13	38	40	42
1591	17-May-18	05	06	14	18	30	33
1592	19-May-18	04	08	16	18	29	38
1593	22-May-18	08	11	26	29	30	33
1594	24-May-18	02	15	27	29	30	37
1595	26-May-18	13	16	21	23	34	38
1596	29-May-18	01	13	14	28	33	40
1597	31-May-18	03	15	24	30	31	36
1598	2-Jun-18	17	23	24	25	29	35
1599	5-Jun-18	01	17	24	26	30	41
1600	7-Jun-18	11	27	29	33	35	36
1601	9-Jun-18	12	21	22	30	37	40
1602	12-Jun-18	05	14	20	30	35	36
1603	14-Jun-18	02	03	10	21	24	36
1604	16-Jun-18	02	08	23	29	38	41
1605	19-Jun-18	11	24	30	32	34	39
1606	21-Jun-18	01	08	16	23	30	39
1607	23-Jun-18	08	20	27	32	40	42
1608	26-Jun-18	07	15	19	26	27	39
1609	28-Jun-18	01	16	23	30	34	35
1610	30-Jun-18	06	20	27	38	39	42
1611	3-Jul-18	13	19	21	32	41	42
1612	5-Jul-18	04	15	27	29	30	34
1613	7-Jul-18	02	07	11	33	36	39
1614	10-Jul-18	16	24	27	31	32	40
1615	12-Jul-18	12	13	22	30	35	39
1616	14-Jul-18	08	12	26	31	33	35
1617	17-Jul-18	12	28	30	31	34	37
1618	19-Jul-18	09	13	30	36	39	41
1619	21-Jul-18	06	17	29	31	33	39
1620	24-Jul-18	01	04	07	14	32	34
1621	26-Jul-18	02	08	12	22	33	35
1622	28-Jul-18	09	13	28	33	37	42
1623	31-Jul-18	02	05	23	32	38	40
1624	2-Aug-18	08	14	16	26	36	39
1625	4-Aug-18	01	05	11	22	28	40
1626	7-Aug-18	01	13	19	22	24	32
1627	9-Aug-18	02	16	18	29	35	41
1628	11-Aug-18	07	20	27	29	37	39
1629	14-Aug-18	08	26	30	32	36	39
1630	16-Aug-18	10	15	18	23	30	36
1631	18-Aug-18	01	06	14	25	34	38
1632	21-Aug-18	08	09	16	20	28	38
1633	23-Aug-18	01	13	15	16	22	36
1634	25-Aug-18	22	23	26	28	30	35
1635	28-Aug-18	04	07	13	18	22	24
1636	30-Aug-18	09	14	16	29	34	38
1637	01-Sep-18	03	06	10	13	14	36
1638	04-Sep-18	02	15	24	30	36	42
1639	6-Sep-18	01	04	06	13	15	37
1640	08-Sep-18	10	13	21	23	26	35
1641	11-Sep-18	02	14	17	21	31	38
1642	13-Sep-18	03	05	09	14	30	35
1643	15-Sep-18	17	24	37	38	39	42
1644	18-Sep-18	05	07	11	16	35	41
1645	20-Sep-18	07	09	15	16	24	32
1646	22-Sep-18	01	11	22	28	33	34
1647	25-Sep-18	08	09	14	19	22	42
1648	27-Sep-18	10	17	18	20	25	42
1649	29-Sep-18	02	03	09	12	24	37
1650	2-Oct-18	04	19	21	22	32	34
1651	4-Oct-18	02	26	27	28	29	35
1652	6-Oct-18	01	11	17	21	29	31
1653	9-Oct-18	11	12	18	29	32	33
1654	11-Oct-18	07	11	14	20	22	33
1655	13-Oct-18	02	06	10	32	34	40
1656	16-Oct-18	04	10	14	25	29	32
1657	18-Oct-18	01	08	16	17	18	39
1658	20-Oct-18	02	04	14	32	37	39
1659	23-Oct-18	03	19	20	27	29	31
1660	25-Oct-18	03	05	30	31	35	41
1661	27-Oct-18	01	03	05	15	21	41
1662	30-Oct-18	01	06	08	14	19	31
1663	1-Nov-18	10	12	16	26	30	39
1664	3-Nov-18	07	08	19	25	29	41
1665	6-Nov-18	02	08	10	19	22	31
1666	8-Nov-18	10	14	18	26	27	37
1667	10-Nov-18	02	12	22	28	32	42
1668	13-Nov-18	03	09	18	25	38	39
1669	15-Nov-18	10	18	25	32	33	38
1670	17-Nov-18	05	24	27	29	32	41
1671	20-Nov-18	16	20	23	28	29	30
1672	22-Nov-18	01	16	20	34	40	41
1673	24-Nov-18	17	19	25	28	29	32
1674	27-Nov-18	01	06	10	20	26	39
1675	29-Nov-18	04	05	13	19	38	41
1676	1-Dec-18	01	11	15	23	24	26
1677	4-Dec-18	08	15	17	23	26	32
1678	6-Dec-18	05	16	20	24	34	41
1679	8-Dec-18	07	08	13	15	29	40
1680	11-Dec-18	02	03	09	13	22	27
1681	13-Dec-18	08	11	14	19	36	38
1682	15-Dec-18	10	11	15	18	23	41
1683	18-Dec-18	04	29	32	33	40	41
1684	20-Dec-18	26	27	31	32	34	41
1685	22-Dec-18	07	08	09	22	26	35
1686	27-Dec-18	02	09	13	20	27	36
1687	29-Dec-18	04	12	15	19	21	36
1688	3-Jan-19	04	05	16	22	35	39
1689	5-Jan-19	01	08	12	19	23	42
1690	8-Jan-19	12	16	17	22	27	32
1691	10-Jan-19	04	12	14	28	30	41
1692	12-Jan-19	23	25	29	31	32	42
1693	15-Jan-19	04	08	19	20	24	31
1694	17-Jan-19	04	19	23	29	40	42
1695	19-Jan-19	04	07	13	19	22	42
1696	22-Jan-19	03	10	13	15	26	36
1697	24-Jan-19	01	04	11	12	19	29
1698	26-Jan-19	01	12	35	36	41	42
1699	29-Jan-19	06	08	14	20	27	37
1700	31-Jan-19	03	06	09	13	28	36
1701	2-Feb-19	04	05	19	30	31	36
1702	5-Feb-19	11	15	24	28	31	36
1703	7-Feb-19	07	14	18	23	27	40
1704	9-Feb-19	03	05	12	15	20	21
1705	12-Feb-19	04	05	06	36	37	40
1706	14-Feb-19	01	14	15	38	39	41
1707	16-Feb-19	03	16	23	33	39	42
1708	19-Feb-19	01	03	06	08	15	24
1709	21-Feb-19	11	13	14	24	33	41
1710	23-Feb-19	21	22	23	31	33	40
1711	26-Feb-19	10	16	17	22	26	33
1712	28-Feb-19	01	11	13	19	21	31
1713	2-Mar-19	14	20	22	27	32	37
1714	5-Mar-19	01	11	25	26	35	42
1715	7-Mar-19	14	24	29	33	34	35
1716	9-Mar-19	07	10	15	23	36	41
1717	12-Mar-19	19	20	29	31	39	40
1718	14-Mar-19	05	14	25	26	27	42
1719	16-Mar-19	06	07	22	27	32	41
1720	19-Mar-19	13	19	29	33	36	37
1721	21-Mar-19	18	23	25	27	39	40
1722	23-Mar-19	01	09	10	16	19	35
1723	26-Mar-19	26	31	38	40	41	42
1724	28-Mar-19	13	15	20	35	36	38
1725	30-Mar-19	02	06	13	15	21	35
1726	2-Apr-19	05	08	20	34	36	37
1727	4-Apr-19	03	16	19	25	32	37
1728	6-Apr-19	03	09	12	15	18	42
1729	9-Apr-19	03	04	16	31	35	38
1730	11-Apr-19	09	17	18	20	27	39
1731	13-Apr-19	07	12	16	26	35	41
1732	16-Apr-19	02	09	23	27	34	41
1733	23-Apr-19	16	18	20	22	31	37
1734	25-Apr-19	05	09	24	27	36	38
1735	27-Apr-19	08	12	20	21	31	38
1736	30-Apr-19	17	18	19	25	26	33
1737	2-May-19	13	18	20	23	28	34
1738	4-May-19	05	09	14	16	22	40
1739	7-May-19	02	06	17	27	30	41
1740	9-May-19	07	08	17	28	35	42
1741	11-May-19	07	18	21	23	37	38
1742	14-May-19	05	06	08	09	22	32
1743	16-May-19	08	09	18	22	30	38
1744	18-May-19	06	23	24	34	35	37
1745	21-May-19	01	04	13	19	25	34
1746	23-May-19	09	13	21	28	33	37
1747	25-May-19	02	04	07	09	19	34
1748	28-May-19	06	08	15	18	30	32
1749	30-May-19	04	09	16	26	30	32
1750	1-Jun-19	06	09	19	25	32	40
1751	4-Jun-19	04	09	14	21	37	41
1752	6-Jun-19	12	17	20	34	36	37
1753	8-Jun-19	05	07	08	11	25	40
1754	11-Jun-19	07	08	19	27	35	36
1755	13-Jun-19	01	02	12	17	19	32
1756	15-Jun-19	03	25	31	37	40	42
1757	18-Jun-19	01	02	04	09	20	42
1758	20-Jun-19	06	08	25	29	36	42
1759	22-Jun-19	01	09	21	23	27	39
1760	25-Jun-19	17	20	21	26	28	40
1761	27-Jun-19	03	16	19	20	28	31
1762	29-Jun-19	07	10	13	18	26	28
1763	2-Jul-19	08	16	18	28	31	37
1764	4-Jul-19	01	05	19	22	25	38
1765	6-Jul-19	10	11	12	17	29	35
1766	9-Jul-19	01	03	04	12	22	38
1767	11-Jul-19	05	07	10	24	25	34
1768	13-Jul-19	02	07	08	15	28	34
1769	16-Jul-19	18	19	25	36	38	39
1770	18-Jul-19	14	16	19	25	29	38
1771	20-Jul-19	01	05	08	23	24	38
1772	23-Jul-19	01	04	07	22	30	32
1773	25-Jul-19	03	10	13	22	27	32
1774	27-Jul-19	05	09	16	17	31	32
1775	30-Jul-19	09	11	22	30	35	41
1776	1-Aug-19	01	02	14	18	31	39
1777	3-Aug-19	14	16	19	20	24	26
1778	6-Aug-19	03	07	23	27	38	41
1779	8-Aug-19	13	14	18	26	31	37
1780	10-Aug-19	18	21	23	29	34	39
1781	13-Aug-19	03	12	13	25	26	39
1782	15-Aug-19	06	16	21	27	33	37
1783	17-Aug-19	10	13	22	30	38	40
1784	20-Aug-19	07	08	15	16	19	23
1785	22-Aug-19	19	21	26	28	29	35
1786	24-Aug-19	02	10	13	14	17	36
1787	27-Aug-19	03	06	18	19	24	41
1788	29-Aug-19	05	07	08	11	40	42
1789	31-Aug-19	21	22	33	35	36	41
1790	3-Sep-19	04	06	09	18	24	32
1791	5-Sep-19	15	16	19	20	39	40
1792	7-Sep-19	10	17	28	31	34	40
1793	10-Sep-19	06	07	09	23	24	36
1794	12-Sep-19	03	17	25	30	31	37
1795	14-Sep-19	03	26	33	34	38	42
1796	17-Sep-19	03	04	05	18	37	42
1797	19-Sep-19	07	21	23	33	34	39
1798	21-Sep-19	03	06	26	31	32	42
1799	24-Sep-19	06	16	25	33	34	35
1800	26-Sep-19	04	06	17	19	21	36
1801	28-Sep-19	07	24	25	26	27	37
1802	1-Oct-19	11	21	22	23	27	36
1803	3-Oct-19	06	16	27	31	33	35
1804	5-Oct-19	04	17	26	30	32	37
1805	8-Oct-19	18	20	24	26	30	34
1806	10-Oct-19	09	10	13	18	27	42
1807	12-Oct-19	07	09	14	15	19	28
1808	15-Oct-19	10	21	23	27	38	39
1809	17-Oct-19	07	10	13	17	26	40
1810	19-Oct-19	03	10	25	26	38	42
1811	22-Oct-19	05	07	16	23	31	41
1812	24-Oct-19	11	14	15	31	38	42
1813	26-Oct-19	16	18	23	34	39	42
1814	29-Oct-19	05	25	26	28	38	42
1815	31-Oct-19	05	06	12	14	39	42
1816	2-Nov-19	04	08	29	34	36	38
1817	5-Nov-19	18	23	28	32	35	38
1818	7-Nov-19	05	13	24	33	36	42
1819	9-Nov-19	10	11	14	15	26	27
1820	12-Nov-19	07	10	16	17	24	27
1821	14-Nov-19	05	14	18	25	30	34
1822	16-Nov-19	08	09	20	26	31	34
1823	19-Nov-19	02	03	05	09	40	41
1824	21-Nov-19	07	15	16	19	21	22
1825	23-Nov-19	01	03	05	22	23	28
1826	26-Nov-19	06	07	15	35	38	40
1827	28-Nov-19	02	04	10	34	38	40
1828	30-Nov-19	01	11	13	14	37	40
1829	3-Dec-19	01	12	17	23	26	34
1830	5-Dec-19	01	02	12	30	35	40
1831	7-Dec-19	06	09	17	20	31	34
1832	10-Dec-19	01	05	10	30	33	35
1833	12-Dec-19	03	04	10	14	31	37
1834	14-Dec-19	01	10	19	25	37	42
1835	17-Dec-19	02	06	20	30	33	42
1836	19-Dec-19	02	06	11	22	26	33
1837	21-Dec-19	12	18	24	28	32	39
1838	24-Dec-19	14	15	17	19	31	38
1839	26-Dec-19	04	05	17	19	20	25
1840	28-Dec-19	04	05	23	31	37	38
1841	31-Dec-19	16	20	22	25	38	40
1842	2-Jan-20	01	16	17	20	31	42
1843	4-Jan-20	05	08	09	14	27	39
1844	7-Jan-20	02	12	14	27	31	35
1845	9-Jan-20	11	18	28	30	31	40
1846	11-Jan-20	05	16	17	21	29	30
1847	14-Jan-20	13	20	33	34	39	40
1848	16-Jan-20	11	13	14	15	20	21
1849	18-Jan-20	05	10	12	18	35	42
1850	21-Jan-20	07	09	11	19	36	37
1851	23-Jan-20	02	04	09	22	25	40
1852	25-Jan-20	10	20	31	34	38	41
1853	28-Jan-20	11	14	16	20	24	38
1854	30-Jan-20	16	30	31	37	38	40
1855	1-Feb-20	05	09	10	17	18	29
1856	4-Feb-20	03	08	20	24	25	31
1857	6-Feb-20	05	09	19	25	30	35
1858	8-Feb-20	14	20	22	24	35	37
1859	11-Feb-20	03	11	15	22	23	40
1860	13-Feb-20	08	11	15	27	36	41
1861	15-Feb-20	15	18	25	27	28	38
1862	18-Feb-20	05	06	10	14	18	32
1863	20-Feb-20	05	08	17	23	37	41
1864	22-Feb-20	04	05	16	37	38	39
1865	25-Feb-20	03	05	16	22	38	42
1866	27-Feb-20	05	07	16	29	34	42
1867	29-Feb-20	08	10	23	24	39	42
1868	3-Mar-20	05	07	09	25	39	40
1869	5-Mar-20	14	15	17	20	24	39
1870	7-Mar-20	03	05	09	11	14	17
1871	10-Mar-20	10	21	28	32	33	36
1872	12-Mar-20	13	17	25	27	30	41
1873	14-Mar-20	08	21	24	27	32	38
